name,sourceid
Sagar Systech Limited,60022
Sagar Tourist Resorts Limited,60024
Sah Petroleums Limited,60026
Sahara Housingfina Corporation Limited,60029
Sahara One Media and Entertainment Limited,60031
Sahyadri Industries Limited,60033
Sai Capital Limited,60035
Sai Industries Limited,60037
Sainik Finance and Industries Limited,60039
Saint-Gobain Sekurit India Limited,60041
Saksoft Limited,60043
Sakthi Finance Limited,60046
Sakthi Sugars Limited,60048
Sakuma Exports Limited,60051
Salona Cotspin Limited,60054
Salora International Limited,60056
Salzer Electronics Limited,60059
Sam Industries Limited,60061
Sambandam Spinning Mills Limited,60063
Sambhaav Media Limited,60065
Samkrg Pistons and Rings Limited,60068
Sampada Chemicals Limited,60070
Samrat Pharmachem Limited,60072
Samtel (India) Limited,60074
Samtel Color Limited,60077
Samtex Fashions Limited,60080
Samyak International Limited,60082
Sanblue Corporation Limited,60084
Sancia Global Infraprojects Limited,60086
Sanco Trans Limited,60088
Sand Plast (India) Limited,60090
Sandesh Limited,60092
Sandu Pharmaceuticals Limited,60095
Sandur Manganese & Iron Ores Limited,60097
Sandvik Asia Limited,60099
Sangal Papers Limited,60102
Sangam (India) Limited,60104
Sanghi Corporate Services Limited,60107
Sanghi Industries Limited,60109
Sanghi Polyesters Limited,60112
Sanghvi Movers Limited,60115
Sanguine Media Limited,60118
Sanjay Leasing Limited,60120
Sanjivani Paranteral Limited,60122
Sanket International Limited,60124
Sankhya Infotech Limited,60126
Sanmitra Commercial Limited,60128
Sanraa Media Limited,60130
Sanrhea Technical Textiles Limited,60132
Santaram Spinners Limited,60134
Santosh Fine-Fab Limited,60136
Sanwaria Agro Oils Limited,60138
Sapan Chemicals Limited,60141
Saptarishi Agro Industries Limited,60143
Sarang Chemicals Limited,60145
Saraswati Commercial (I) Limited,60147
"Saraswati Industrial Syndicate Limited, The",60149
Sarda Energy & Minerals Limited,60152
Sarda Papers Limited,60155
Sarda Plywood Industries Limited,60157
Sarda Proteins Limited,60159
Saregama India Limited,60161
Sark Systems India Limited,60164
Sarla Performance Fibers Limited,60166
Sarthak Global Limited,60169
Sarthak Industries Limited,60171
Sarup Tanneries Limited,60173
Sasken Communication Technologies Limited,60175
Sat Industries Limited,60178
Sathavahana Ispat Limited,60180
Satra Properties (India) Limited,60183
Satyam Silk Mills Limited,60185
Saurashtra Cement Limited,60187
Savani Financials Limited,60190
Savant Infocomm Limited,60192
Saven Technologies Limited,60194
Savera Industries Limited,60196
Savita Oil Technologies Limited,60198
Sayaji Hotels Limited,60201
Scenario Media Limited,60204
Schablona India Limited,60206
Schlafhorst Engineering (India) Limited,60208
Schrader Duncan Limited,60210
Scindia Steam Navigation Company Limited,60212
Scooters India Limited,60214
Seamec Limited,60216
Seasons Furnishings Limited,60219
Seasons Textiles Limited,60221
Secunderabad Healthcare Limited,60223
Sejal Architectural Glass Limited,60225
Selan Exploration Technology Limited,60228
Sellaids Publications (India) Limited,60231
Sequent Scientific Limited,60233
Serve All Enterprise Solutions Limited,60235
Sesa Goa Limited,60237
Seshachal Technologies Limited,60240
Seshasayee Paper & Boards Limited,60242
Setco Automotive Limited,60245
Shaba Chemicals Limited,60247
Shah Alloys Limited,60249
Shah Foods Limited,60252
Shaily Engineering Plastics Limited,60254
Shakti Met-Dor Limited,60256
Shakti Press Limited,60258
Shakti Pumps (India) Limited,60260
Shalibhadra Finance Limited,60262
Shalimar Paints Limited,60264
Shalimar Productions Limited,60267
Shalimar Wires Industries Limited,60269
Shamken Cotsyn Limited,60271
Shamken Multifab Limited,60273
Shamken Spinners Limited,60276
Shamrock Industrial Company Limited,60279
Shanthi Gears Limited,60281
Shantivijay Jewels Limited,60284
Shardul Securities Limited,60286
Sharon Bio-Medicine Limited,60289
Sharp India Limited,60291
Sharp Trading & Finance Limited,60294
Sharyans Resources Limited,60296
Shasun Chemicals & Drugs Limited,60299
Sheetal Bio-Agro Tech Limited,60302
Shell Infotech Limited,60304
Shervani Industrial Syndicate Limited,60306
Shetron Limited,60308
Shikhar Leasing and Trading Limited,60311
Shilchar Technologies Limited,60313
Shilp Gravures Limited,60315
Shilpa Medicare Limited,60317
Shimoga Technologies Limited,60320
Shipping Corporation Of India Limited,60322
Shirpur Gold Refinery Limited,60325
Shiv-Vani Oil and Gas Exploration Services Limited,60328
Shiva Cements Limited,60331
Shiva Fertilizers Limited,60333
Shiva Suitings Limited,60335
Shiva Texyarn Limited,60337
Shivagrico Implements Limited,60340
Shivalik Bimetal Controls Limited,60342
Shivam Autotech Limited,60344
Shopper`s Stop Limited,60347
Shree Ajit Pulp and Paper Limited,60350
Shree Ashtavinayak Cine Vision Limited,60352
Shree Bhawani Paper Mills Limited,60355
Shree Cement Limited,60357
Shree Digvijay Cement Company Limited,60360
Shree Ganesh Forgings Limited,60363
Shree Ganesh Jewellery House Limited,60366
Shree Global Tradefin Limited,60369
Shree Hari Chemicals Export Limited,60371
Shree Krishna Paper Mills & Industries Limited,60373
Shree Mahaganga Sugar Mills Limited,60375
Shree Om Trades Limited,60377
Shree Pacetronix Limited,60379
Shree Precoated Steels Limited,60381
Shree Rajasthan Syntex Limited,60384
Shree Rajeshwaranand Paper Mills Limited,60387
Shree Ram Urban Infrastructure Limited,60389
Shree Rama Multi-Tech Limited,60391
Shree Rang Mark Travels Limited,60394
Shree Rani Sati Investment & Finance Limited,60396
Shree Renuka Sugars Limited,60398
Shree Steel Wire Ropes Limited,60401
Shree Vaani Sugars & Industries Limited,60403
Shreejal Info Hubs Limited,60405
Shreenath Commercial & Finance Limited,60407
Shrenuj & Company Limited,60409
Shreyans Industries Limited,60412
Shreyas Intermediates Limited,60415
Shreyas Shipping & Logistics Limited,60417
Shri Bajrang Alloys Limited,60420
Shri Chlochem Limited,60422
Shri Dinesh Mills Limited,60424
Shri Ganesh Spinners Limited,60427
Shri Gang Industries And Allied Products Limited,60429
Shri Jagdamba Polymers Limited,60431
Shri Keshav Cements and Infra Limited,60433
Shri Krishna Devcon Limited,60435
Shri Lakshmi Cotsyn Limited,60437
Shri Rajivlochan Oil Extraction Limited,60440
Shricon Industries Limited,60442
Shriram Asset Management Company Limited,60444
Shriram City Union Finance Limited,60446
Shriram EPC Limited,60449
Shriram Investments Limited,60452
Shriram Transport Finance Company Limited,60455
Shristi Infrastructure Development Corporation Limited,60458
Shukra Jewellery Limited,60461
Shukun Construction Limited,60463
Shyam Star Gems Limited,60465
Shyam Telecom Limited,60467
Shyama Infosys Limited,60470
Shyamal Holdings & Trading Limited,60472
Sicagen India Limited,60474
Sical Logistics Limited,60477
Siddha Ventures Limited,60480
Siddhartha Tubes Limited,60482
Siemens Healthcare Diagnostics Limited,60485
Siemens Limited,60487
Signet Industries Limited,60490
Sigrun Holdings Limited,60492
Sika Interplant Systems Limited,60494
Sikozy Realtors Limited,60496
Silicon Valley Infotech Limited,60498
Silktex Limited,60501
Siltap Chemicals Limited,60503
Silver Smith India Limited,60506
Silverline Animation Technologies Limited,60508
Silverline Technologies Limited,60510
Simbhaoli Sugars Limited,60513
Simco Meters Limited,60516
Simmonds Marshall Limited,60518
Simplex Castings Limited,60520
Simplex Infrastructures Limited,60522
Simplex Mills Company Limited,60525
Simplex Papers Limited,60527
Simplex Projects Limited,60529
Simplex Realty Limited,60532
Simplex Trading & Agencies Limited,60534
Simran Farms Limited,60536
Sinclairs Hotels Limited,60538
Sindu Valley Technologies Limited,60540
Singer India Limited,60542
Sinnar Bidi Udyog Limited,60545
Sintex Industries Limited,60547
Sir Shadi Lal Enterprises Limited,60550
Sirdar Carbonic Gas Company Limited,60552
Sirpur Paper Mills Limited,60554
Sita Enterprises Limited,60557
Sita Shree Food products Limited,60559
Siyaram Silk Mills Limited,60562
Sky Industries Limited,60565
Skyline Millars Limited,60567
Skypak Service Specialists Limited,60569
Smartlink Network Systems Limited,60571
Smruthi Organics Limited,60574
Sobha Developers Limited,60576
Sobhagya Mercantile Limited,60579
Socrus Bio Sciences Limited,60581
Softech Infinium Solutions Limited,60583
Softpro Systems Limited,60585
Softsol India Limited,60588
Software Technology Group International Limited,60590
Solar Industries India Limited,60593
Solid Containers Limited,60596
Solid Stone Company Limited,60598
Solitaire Machine Tools Limited,60600
Solix Technologies Limited,60602
Solvay Pharma India Limited,60604
Som Datt Finance Corporation Limited,60606
Som Distilleries & Breweries Limited,60609
Soma Textiles & Industries Limited,60611
Somany Ceramics Limited,60614
Somi Conveyor Beltings Limited,60617
Sona Koyo Steering Systems Limited,60619
Sonal Adhesives Limited,60622
Sonata Software Limited,60624
South Asian Enterprises Limited,60627
South Asian Petrochem Limited,60629
South India Paper Mills Limited,60632
"South Indian Bank Limited, The",60635
Southern Gas Limited,60638
Southern Herbals Limited,60640
Southern Ispat and Energy Limited,60643
Southern Latex Limited,60645
Southern Online Bio Technologies Limited,60647
Southern Petrochemical Industries Corporation Limited,60649
Sovereign Diamonds Limited,60652
Sowbhagya Media Limited,60654
Span Diagnostics Limited,60656
Spanco Limited,60658
Sparc Systems Limited,60660
Sparsh BPO Services Limited,60662
Speciality Papers Limited,60664
Spectacle Industries Limited,60666
Spectra Industries Limited,60669
Spectrum Foods Limited,60671
Specular Marketing & Financing Limited,60673
Spenta International Limited,60675
Spentex Industries Limited,60677
Spice Islands Apparels Limited,60680
Spice Mobiles Limited,60682
Spicejet Limited,60685
Splash Media Works Limited,60688
Springform Technology Limited,60690
Sree Rayalaseema Alkalies & Allied Chemicals Limited,60692
Sree Rayalaseema Hi-Strength Hypo Limited,60695
Sree Sakthi Paper Mills Limited,60698
Sri Adhikari Brothers Television Network Limited,60700
Sri Ganapathy Mills Company Limited,60703
Sri Lakshmi Saraswathi Textiles (Arni) Limited,60705
Sri Nachammai Cotton Mills Limited,60707
Sri Ramakrishna Mills (Coimbatore) Limited,60709
Sri Vajra Granites Limited,60711
Srinivasa Hatcheries Limited,60713
Standard Industries Limited,60715
Stanpacks (India) Limited,60718
Stanrose Mafatlal Investment & Finance Limited,60720
Star Paper Mills Limited,60722
Starcom Information Technology Limited,60725
Starvox Electronics Limited,60727
State Bank Of Bikaner & Jaipur,60729
State Bank Of India,60732
State Bank Of Mysore,60735
State Bank Of Travancore,60738
State Trading Corporation of India Limited,60741
Steel Authority Of India Limited,60744
Steel Exchange India Limited,60747
Steel Strips Infrastructures Limited,60749
Steel Strips Wheels Limited,60751
Steel Tubes Of India Limited,60754
Steelcast Limited,60757
Steelco Gujarat Limited,60759
Stelco Strips Limited,60762
Sterling Biotech Limited,60764
Sterling Green Woods Limited,60767
Sterling Guaranty & Finance Limited,60769
Sterling Holiday Resorts (India) Limited,60771
Sterling International Enterprises Limited,60774
Sterling Strips Limited,60776
Sterling Tools Limited,60778
Sterlite Industries (India) Limited,60781
Sterlite Technologies Limited,60784
Stewarts & Lloyds Of India Limited,60787
Stock Net International Limited,60789
Stone India Limited,60791
Store One Retail India Limited,60793
Stovec Industries Limited,60796
Stresscrete India Limited,60798
Strides Arcolab Limited,60800
Sturdy Industries Limited,60803
Stylam Industries Limited,60805
Su-raj Diamonds and Jewellery Limited,60807
Suashish Diamonds Limited,60810
Suave Hotels Limited,60813
Subex Limited,60815
Subhash Projects & Mktg Limited,60818
Subhkam Capital Limited,60821
Subros Limited,60823
Subuthi Finance Limited,60826
Subway Finance & Investment Company Limited,60828
Sudal Industries Limited,60830
Sudarshan Chemical Industries Limited,60832
Suditi Industries Limited,60835
Sugal and Damani Share Brokers Limited,60838
Sujana Metal Products Limited,60840
Sujana Towers Limited,60843
Sujana Universal Industries Limited,60846
Sukhjit Starch & Chemicals Limited,60849
Sulabh Engineers & Services Limited,60851
Sulzer India Limited,60853
Sumedha Fiscal Services Limited,60856
Sumeet Industries Limited,60858
Sumeru Industries Limited,60860
Sun Pharma Advanced Research Company Limited,60862
Sun Pharmaceutical Industries Limited,60865
Sun TV Network Limited,60868
Suncity Synthetics Limited,60871
Sundaram Brake Linings Limited,60873
Sundaram Finance Limited,60876
Sundaram Multi Pap Limited,60879
Sundaram-Clayton Limited,60881
Sunday Exports Limited,60884
Sundram Fasteners Limited,60886
Sunflag Iron & Steel Company Limited,60889
Sungold Capital Limited,60892
Sunil Agro Foods Limited,60894
Sunil Hitech Engineers Limited,60896
Sunitee Chemicals Limited,60899
Suniti Commercials Limited,60901
Sunraj Diamond Exports Limited,60903
Sunrise Industrial Traders Limited,60905
Sunshield Chemicals Limited,60907
Sunteck Realty Limited,60909
Super Bakers (India) Limited,60912
Super Crop Safe Limited,60914
Super Sales India Limited,60916
Super Spinning Mills Limited,60919
Super Syncotex (India) Limited,60922
Super Tannery Limited,60924
Superhouse Limited,60926
Supertex Industries Limited,60928
Suprajit Engineering Limited,60930
Supreme Holdings Limited,60933
Supreme Industries Limited,60935
Supreme Infrastructure India Limited,60938
Supreme Petrochem Limited,60941
Supreme Tex Mart Limited,60944
Surabhi Chemicals & Investments Limited,60947
Suraj Industries Limited,60949
Suraj Stainless Limited,60951
Surana Corporation Limited,60953
Surana Industries Limited,60956
Surana Telecom and Power Limited,60959
Surat Textile Mills Limited,60962
Surya Pharmaceutical Limited,60964
Surya Roshni Limited,60967
Suryaamba Spinning Mills Limited,60970
Suryachakra Power Corporation Limited,60972
Suryajyoti Spinning Mills Limited,60974
Suryalakshmi Cotton Mills Limited,60977
Suryalata Spinning Mills Limited,60980
Suryanagri Finlease Limited,60982
Suryavanshi Spinning Mills Limited,60984
Suryodaya Investment & Trading Company Limited,60987
Sutlej Textiles and Industries Limited,60989
Suven Life Sciences Limited,60992
Suzlon Energy Limited,60995
Svam Software Limited,60998
Swadeshi Industries & Leasing Company Limited,61000
Swan Energy Limited,61002
Swaraj Engines Limited,61004
Swaraj Mazda Limited,61007
Swarna Securities Limited,61010
Swasti Vinayaka Gems Corporation Limited,61012
Swasti Vinayaka Synthetics Limited,61014
Swastik Safe Deposit & Investments Limited,61016
Swastika Investmart Limited,61018
Swiss Glascoat Equipments Limited,61020
Switching Technologies Gunther Limited,61022
Sybly Industries Limited,61024
Sylph Technologies Limited,61026
Symphony Comfort Systems Limited,61028
Syncom Formulations (India) Limited,61030
Syncom Healthcare Limited,61032
Syndicate Bank,61035
Syschem (India) Limited,61038
Systematix Corporate Services Limited,61040
Systematix Securities Limited,61042
T & I Global Limited,61044
T C F C Finance Limited,61046
T C I Finance Limited,61048
T C I Limited,61051
T C L Technologies Limited,61053
T C M Limited,61055
T I L Limited,61057
T P L Plastech Limited,61060
T R C Financial Services Limited,61062
T R F Limited,61064
T Spiritual World Limited,61067
T T K Healthcare Limited,61069
T T K Prestige Limited,61072
T T Limited,61075
T V S Electronics Limited,61078
T V S Motor Company Limited,61081
T V S Srichakra Limited,61084
T V Today Network Limited,61087
TCP Limited,61090
TCPL Packaging Limited,61092
Tai Industries Limited,61094
Tainwala Chemicals & Plastics (India) Limited,61096
Taj G V K Hotels & Resorts Limited,61099
Tak Machinery & Leasing Limited,61102
Take Solutions Limited,61104
Talbros Automotive Components Limited,61107
Tamarai Mills Limited,61110
Tamboli Capital Limited,61112
Tamil Nadu Newsprint & Papers Limited,61114
Tamilnadu Jai Bharath Mills Limited,61117
Tamilnadu Petroproducts Limited,61119
Tamilnadu Steel Tubes Limited,61122
Tamilnadu Telecommunications Limited,61124
Taneja Aerospace & Aviation Limited,61127
Tanfac Industries Limited,61130
Tanla Solutions Limited,61133
Tantia Constructions Limited,61136
Taparia Tools Limited,61139
Tarai Foods Limited,61141
Tariff Cine & Finance Limited,61143
Tashi India Limited,61145
Tasty Bite Eatables Limited,61147
Tata Chemicals Limited,61149
Tata Coffee Limited,61152
Tata Communications Limited,61155
Tata Consultancy Services Limited,61158
Tata Elxsi Limited,61161
Tata Investment Corporation Limited,61164
Tata Metaliks Limited,61167
Tata Motors Limited,61170
Tata Power Company Limited,61173
Tata Sponge Iron Limited,61176
Tata Steel Limited,61179
Tata Tea Limited,61182
Tata Teleservices (Maharashtra) Limited,61185
Tatia Global Vennture Limited,61188
Tayo Rolls Limited,61190
Tech Mahindra Limited,61193
Techno Electric & Engg Company Limited,61196
Techno Forge Limited,61199
Technocraft Industries (India) Limited,61201
Technojet Consultants Limited,61204
Techtran Polylenses Limited,61206
Teesta Agro Industries Limited,61208
Tele Data Informatics Limited,61210
TeleCanor Global Limited,61213
Teledata Technology Solutions Limited,61215
Telephone Cables Limited,61218
Telephoto Entertainments Limited,61221
Television Eighteen (I) Limited,61223
Temptation Foods Limited,61226
Tera Software Limited,61228
Terai Tea Company Limited,61230
Texmaco Limited,61232
Texmo Pipes and Products Limited,61235
Texplast Industries Limited,61238
Thacker & Company Limited,61240
Thakker`S Developers Limited,61242
Thakral Services (India) Limited,61244
Thambbi Modern Spg Mills Limited,61246
Thana Electric Supply Company Limited,61248
Thangamayil Jewellery Limited,61250
Themis Medicare Limited,61253
Thermax Limited,61256
Thinksoft Global Services Limited,61259
Thiru Arooran Sugars Limited,61262
Thirumalai Chemicals Limited,61265
Thomas Cook (India) Limited,61268
Thyrocare Laboratories Limited,61271
Tide Water Oil (India) Limited,61273
Tilak Finance Limited,61276
Tilaknagar Industries Limited,61278
Time Technoplast Limited,61280
Times Guaranty Limited,61283
Timex Group India Limited,61286
Timken India Limited,61289
Tinplate Company Of India Limited,61292
Tips Industries Limited,61295
Tirupati Foam Limited,61298
Tirupati Industries (India) Limited,61300
Tirupati Sarjan Limited,61302
Tirupati Starch & Chemicals Limited,61304
Titagarh Wagons Limited,61306
Titan Bio-Tech Limited,61309
Titan Industries Limited,61311
Titan Securities Limited,61314
Titan Trading & Agencies Limited,61316
Tivoli Construction Limited,61318
Today`s Writing Products Limited,61320
Tokyo Finance Limited,61323
Tokyo Plast International Limited,61325
Tonira Pharma Limited,61328
Torrent Cables Limited,61330
Torrent Pharmaceuticals Limited,61333
Torrent Power Limited,61336
Tourism Finance Corporation Of India Limited,61339
Toyama Electric Limited,61342
Trade-Wings Limited,61344
Trans Asia Corporation Limited,61346
Trans Freight Containers Limited,61348
Transchem Limited,61351
Transcon Research & Infotech Limited,61354
Transcorp International Limited,61356
Transformers and Rectifiers (India) Limited,61358
Transgene Biotek Limited,61361
Transpek Finance Limited,61363
Transpek Industry Limited,61365
Transport Corporation Of India Limited,61368
Transwarranty Finance Limited,61371
Treadsdirect Limited,61374
Trend Electronics Limited,61376
Trent Limited,61378
Tribhuvan Housing Limited,61381
Tricom India Limited,61383
Trigyn Technologies Limited,61386
Trijal Industries Limited,61389
Trimurthi Drugs & Pharmaceuticals Limited,61391
Trinethra Infra Ventures Limited,61393
Triochem Products Limited,61395
Trishakti Electronics & Industries Limited,61397
Triton Corp Limited,61399
Triton Valves Limited,61401
Triveni Engineering & Industries Limited,61403
Triveni Glass Limited,61406
Tube Investments Of India Limited,61409
Tulip Star Hotels Limited,61412
Tulip Telecom Limited,61414
Tulive Developers Limited,61417
Tulsi Extrusions Limited,61419
Tulsyan N E C Limited,61422
Tuni Textile Mills Limited,61425
Turbotech Engineering Limited,61427
Tuticorin Alkali Chemicals & Fertilisers Limited,61429
Tutis Technologies Limited,61432
Twentyfirst Century Management Services Limited,61434
Twilight Litaka Pharma Limited,61437
Twin Roses Trades & Agencies Limited,61439
Twinstar Industries Limited,61441
Tyche Industries Limited,61443
Typhoon Holdings Limited,61445
Tyroon Tea Company Limited,61447
U B Engineering Limited,61449
U G Hotels & Resorts Limited,61452
U P Hotels Limited,61454
U T Limited,61456
U T V Software Communications Limited,61458
UMS Technologies Limited,61461
UV Boards Limited,61463
Ucal Fuel Systems Limited,61465
Uco Bank,61468
Uflex Limited,61471
Ugar Sugar Works Limited,61474
UltraTech Cement Limited,61476
Ultramarine & Pigments Limited,61479
Umang Dairies Limited,61482
Umred Agro Complex Limited,61485
Uni Abex Alloy Products Limited,61487
Unichem Laboratories Limited,61489
Uniflex Cables Limited,61492
Unimers India Limited,61495
Unimin India Limited,61497
Union Bank Of India,61500
Uniphos Enterprises Limited,61503
Uniply Industries Limited,61506
Uniroyal Industries Limited,61509
Uniroyal Marine Exports Limited,61511
Unisys Software and Holding Industries Limited,61513
Unitech Limited,61515
United Bank Of India,61518
United Breweries (Holdings) Limited,61521
United Breweries Limited,61524
United Credit Limited,61527
United Drilling Tools Limited,61529
United Interactive Limited,61531
United Leasing & Industries Limited,61533
"United Nilgiri Tea Estates Company Limited, The",61535
United Phosphorus Limited,61537
United Spirits Limited,61540
United Textiles Limited,61543
United Van Der Horst Limited,61545
Unitex Designs Limited,61547
Unity Infraprojects Limited,61549
Universal Arts Limited,61552
Universal Cables Limited,61554
Universal Office Automation Limited,61557
Universal Prime Aluminium Limited,61559
Universal Starch-Chem Allied Limited,61561
Uniworth Limited,61563
Uniworth Securities Limited,61566
Unjha Formulations Limited,61568
Unno Industries Limited,61570
Upper Ganges Sugar & Industries Limited,61572
Upsurge Investment & Finance Limited,61575
Urja Global Limited,61577
Usha Martin Education and Solutions Limited,61579
Usha Martin Limited,61582
Ushakiran Finance Limited,61585
Ushdev International Limited,61587
Usher Agro Limited,61590
Uttam Galva Steels Limited,61592
Uttam Sugar Mills Limited,61595
V B C Ferro Alloys Limited,61598
V B C Industries Limited,61600
V B Desai Financial Services Limited,61602
V C C L Limited,61605
V C K Capital Market Services Limited,61607
V I P Industries Limited,61609
V L S Finance Limited,61612
V M F Softech Limited,61615
V R Woodart Limited,61617
V S T Industries Limited,61619
V S T Tillers Tractors Limited,61622
V T M Limited,61624
V X L Instruments Limited,61626
V-Guard Industries Limited,61629
VSF Projects Limited,61632
Vadilal Enterprises Limited,61634
Vadilal Industries Limited,61636
Vaghani Techno-Build Limited,61638
Vaibhav Gems Limited,61640
Vakrangee Softwares Limited,61643
Valecha Engineering Limited,61646
Valiant Communications Limited,61649
Vallabh Steels Limited,61651
Valley Indiana Leisure Limited,61653
Valson Industries Limited,61655
Value Industries Limited,61657
Valuemart Info Technologies Limited,61660
Vama Industries Limited,61662
Vamshi Rubber Limited,61664
Vanasthali Textile Industries Limited,61666
Vantage Corporate Services Limited,61668
Vapi Paper Mills Limited,61670
Vardhaman Laboratories Limited,61672
Vardhman Acrylics Limited,61674
Vardhman Holdings Limited,61676
Vardhman Industries Limited,61679
Vardhman Polytex Limited,61681
Vardhman Textiles Limited,61684
Varun Industries Limited,61687
Varun Mercantile Limited,61690
Varun Shipping Company Limited,61692
Vas Infrastructure Limited,61695
Vascon Engineers Limited,61697
Vashisti Detergents Limited,61700
Vax Housing Finance Corporation Limited,61703
Vedant Hotels Limited,61705
Veejay Lakshmi Engineering Works Limited,61707
Veer Energy and Infrastructure Limited,61709
Velan Hotels Limited,61711
Veljan Denison Limited,61713
Venkat Pharma Limited,61715
Venky`s (India) Limited,61717
Venlon Enterprises Limited,61720
Ventura Textiles Limited,61723
Venus Remedies Limited,61726
Venus Sugar Limited,61729
Venus Universal Limited,61732
Venus Ventures Limited,61734
Veritas (India) Limited,61736
Vertex Securities Limited,61738
Vertex Spinning Limited,61740
Vesuvius India Limited,61742
Viceroy Hotels Limited,61745
Victoria Enterprises Limited,61748
Victoria Mills Limited,61750
Victory Paper & Boards (India) Limited,61752
Vidarbha Iron & Steel Corporation Limited,61754
Videocon Industries Limited,61756
Vidhi Dyestuffs Manufacturing Limited,61759
Vijay Shanthi Builders Limited,61761
Vijay Solvex Limited,61764
Vijay Textiles Limited,61766
Vijaya Bank,61768
Vijayeswari Textiles Limited,61771
Vikas GlobalOne Limited,61773
Vikas Granaries Limited,61775
Vikas Wsp Limited,61777
Vikash Metal and Power Limited,61780
Vikram Thermo (India) Limited,61783
Viksit Engineering Limited,61785
Vimal Oil & Foods Limited,61787
Vimta Labs Limited,61789
Vinaditya Trading Company Limited,61792
Vinati Organics Limited,61794
Vindhya Telelinks Limited,61797
Vintage Cards & Creations Limited,61800
Vintage Securities Limited,61803
Vintron Informatics Limited,61805
Vinyl Chemicals India Limited,61807
Vinyoflex Limited,61810
Vippy Industries Limited,61812
Vippy Spinpro Limited,61815
Vipul Dye Chem Limited,61817
Vipul Limited,61819
Virat Crane Industries Limited,61822
Virat Industries Limited,61824
Virinchi Technologies Limited,61826
Virtualsoft Systems Limited,61828
Visa Steel Limited,61830
Visagar Polytex Limited,61833
Visaka Industries Limited,61835
Visesh Infotecnics Limited,61838
Vishal Cotspin Limited,61841
Vishal Exports Overseas Limited,61843
Vishal Information Technologies Limited,61846
Vishal Malleables Limited,61849
Vishal Retail Limited,61851
Vishnu Chemicals Limited,61854
Vishnu Sugar Mills Limited,61856
Vishvaprabha Trading Limited,61858
Vishvas Project Limited,61860
Vision Corporation Limited,61862
Vision Technology India Limited,61864
Visisth Mercantile Limited,61866
Vista Pharmaceuticals Limited,61868
Visu International Limited,61870
Visualsoft Technologies Limited,61873
Vital Communication Limited,61876
Vital Industries Limited,61879
Vivid Global Industries Limited,61881
Vivimed Labs Limited,61883
Vjil Consulting Limited,61886
Vogue Textiles Limited,61888
Voith Paper Fabrics India Limited,61890
Voltaire Leasing & Finance Limited,61893
Voltamp Transformers Limited,61895
Voltas Limited,61898
Vora Constructions Limited,61901
Vulcan Engineers Limited,61903
Vyapar Industries Limited,61906
Vybra Automet Limited,61908
W H Brady & Company Limited,61910
W P I L Limited,61912
W S Industries (India) Limited,61914
WABCO-TVS (India) Limited,61917
Wadala Commodities Limited,61920
Walchand Peoplefirst Limited,61923
Walchandnagar Industries Limited,61925
Wall Street Finance Limited,61928
Wallfort Financial Services Limited,61930
Wanbury Limited,61932
Warden Construction & Finance Limited,61935
Warner Multimedia Limited,61937
Warren Tea Limited,61939
Waterbase Limited,61942
Websol Energy Systems Limited,61945
Weizmann Limited,61948
Welcast Steels Limited,61951
Welcure Drugs & Pharmaceuticals Limited,61953
Well Pack Papers & Containers Limited,61955
Wellworth Overseas Limited,61957
Welspun India Limited,61959
Welspun Syntex Limited,61962
Welspun-Gujarat Stahl Rohren Limited,61964
Wendt (India) Limited,61967
West Coast Paper Mills Limited,61970
Western India Shipyards Limited,61973
Westlife Development Limited,61975
Wheel & Axle Textiles Limited,61977
Wheels India Limited,61979
Whirlpool Of India Limited,61982
White Diamond Industries Limited,61985
Williamson Financial Services Limited,61987
Williamson Magor & Company Limited,61989
Wim Plast Limited,61992
Wimco Limited,61995
Windsor Machines Limited,61998
Winro Commercial (I) Limited,62001
Winsome Breweries Limited,62003
Winsome Textile Industries Limited,62005
Winsome Yarns Limited,62007
Wintac Limited,62010
Wipro Limited,62012
Wire and Wireless (India) Limited,62015
Wires & Fabriks (SA) Limited,62018
Wisec Global Limited,62020
Wockhardt Limited,62023
Women Networks Limited,62026
Woo Yang Electronics (India) Limited,62028
Woolite Mercantile Company Limited,62030
Worldwide Leather Exports Limited,62032
Wyeth Limited,62034
XL Telecom and Energy Limited,62037
XO Infotech Limited,62040
Xpro India Limited,62042
Yarn Syndicate Limited,62045
Yash Management & Satellite Limited,62047
Yash Papers Limited,62049
Yash Trading & Finance Limited,62051
Yashraj Containeurs Limited,62053
Yes Bank Limited,62055
Yogi Infra Projects Limited,62058
Yuken India Limited,62060
Yuvraj International Limited,62063
Z F Steering Gear (India) Limited,62065
Zandu Realty Limited,62068
Zee Entertainment Enterprises Limited,62071
Zee News Limited,62074
Zen Technologies Limited,62077
Zenith Birla (India) Limited,62079
Zenith Computers Limited,62082
Zenith Exports Limited,62085
Zenith Fibres Limited,62088
Zenith Healthcare Limited,62090
Zenith Infotech Limited,62092
Zenotech Laboratories Limited,62095
Zensar Technologies Limited,62097
Zenu Infotec Limited,62100
Zenzy Technocrats Limited,62102
Zicom Electronic Security Systems Limited,62104
Zigma Software Limited,62107
Zodiac Clothing Company Limited,62109
Zodiac-JRD-MKJ Limited,62112
Zuari Forex Limited,62115
Zuari Industries Limited,62117
Zyden Gentec Limited,62120
Zydus Wellness Limited,62122
Zylog Systems Limited,62125
